"b_pubid","b_sourceid","b_classname","b_batchid","b_credate","b_upddate","b_creator","b_updator","b_pendingactions","b_matchgrp","b_oldmatchgrp","b_xgrp","b_confirmationstatus","b_confscore","b_confscoretype","b_hassuggmerge","b_suggmergeid","b_suggmergeconfscore","b_suggmergeconfscoretype","b_suggmergemasterscount","id","b_oldsdpk","b_confirmedsdpk","first_name","last_name","phonetic_first_name","phonetic_last_name","normalized_first_name","normalized_last_name","nickname","member_id","date_of_birth","normalized_street","normalized_city","normalized_state","source_email","cleansed_email","valid_email_domain","source_phone","standardized_phone","phone_geocoding_data","value_status","person_type","addstreet","addcity","addstate","addpostal_code","addcountry","mdm_id","effective_update_date","guess_gender"
CRM,"1412102",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1047,,,NOT_CONFIRMED,,,,,,,,10436,10436,,Robbin,Durham,RBN,TRHM,robbin,durham,robbin,"624-94-9318",1990-12-27,"105 W SUPERIOR ST",DULUTH,MINNESOTA,robbin@durham.com,robbin@durham.com,"1","720-7716","720-7716",,NORMAL,CUSTOMER,"105 W Superior St",Duluth,MN,"55802",US,,2025-03-20 14:19:14.113,FEMALE
CRM,"1412528",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1048,,,NOT_CONFIRMED,,,,,,,,10437,10437,,Migdalia,Tukuafa,MKTL,TKF,migdalia,tukuafa,migdalia,"745-90-8900",1979-07-19,"215 E HAWAII AVE",NAMPA,IDAHO,migdalia@tukuafa.com,migdalia@tukuafa.com,"0","465-9237","465-9237",,,PROSPECT,"215 E Hawaii Ave",Nampa,ID,"83686",US,,2025-03-20 14:19:13.877,FEMALE
CRM,"1421940",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1151,,,NOT_CONFIRMED,,,,,,,,10438,10438,,Prince,Schettler,PRNS,SKTL,prince,schettler,prince,"745-88-7704",1981-03-28,"412 FRONT ST",BEAUFORT,NORTH CAROLINA,prince@schettler.com,prince@schettler.com,"1","728-0135","728-0135",,NORMAL,CUSTOMER,"412 Front St",Beaufort,NC,"28516",US,,2025-03-20 14:19:14.075,MALE
CRM,"1422294",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1152,,,NOT_CONFIRMED,,,,,,,,10439,10439,,Buford,Cacace,BFRT,KKS,buford,cacace,buford,"929-59-1885",1973-04-27,"1030 US HIGHWAY 46",CLIFTON,NEW JERSEY,buford@cacace.com,buford@cacace.com,"1","773-8628","773-8628",,,PROSPECT,"1030 Us Highway 46",Clifton,NJ,"07013",US,,2025-03-20 14:19:14.148,MALE
CRM,"1423914",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1154,,,NOT_CONFIRMED,,,,,,,,10440,10440,,Clo,Anadio,KL,ANT,clo,anadio,clo,"432-91-4432",1985-10-08,"114 N MAIN ST",MULLICA HILL,NEW JERSEY,chloe@anadio.com,chloe@anadio.com,"1","478-4036","478-4036",,,PROSPECT,"114 N Main St",Mullica Hill,NJ,"08062",US,,2025-03-20 14:19:13.993,UNKNOWN
CRM,"1428529",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1157,,,NOT_CONFIRMED,,,,,,,,10442,10442,,Chang,Svec,KNK,SFK,chang,svec,chang,"930-64-5708",1989-12-14,"3416 S 48TH ST #-6",PHOENIX,ARIZONA,chang@svec.com,chang@svec.com,"1","968-2792","968-2792",,NORMAL,CUSTOMER,"3416 S 48th St #-6",Phoenix,AZ,"85040",US,,2025-03-20 14:19:14.021,MALE
CRM,"1429646",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1158,,,NOT_CONFIRMED,,,,,,,,10443,10443,,Huey,Gouker,H,KKR,huey,gouker,huey,"780-92-6273",1990-10-27,"100 HABERSHAM DR",FAYETTEVILLE,GEORGIA,huey@gouker.com,huey@gouker.com,"1","461-4303","461-4303",,NORMAL,CUSTOMER,"100 Habersham Dr",Fayetteville,GA,"30214",US,,2025-03-20 14:19:14.184,MALE
CRM,"1434531",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1159,,,NOT_CONFIRMED,,,,,,,,10444,10444,,Lee,Coday,L,KT,lee,coday,lee,"742-10-9107",1982-04-10,"27324 CAMINO CAPISTRANO #-153",LAGUNA NIGUEL,CALIFORNIA,levi@coday.com,levi@coday.com,"1","348-4985","348-4985",,NORMAL,CUSTOMER,"27324 Camino Capistrano #-153",Laguna Niguel,CA,"92677",US,,2025-03-20 14:19:14.078,MALE
CRM,"1439057",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1161,,,NOT_CONFIRMED,,,,,,,,10447,10447,,Zack,Lessin,SK,LSN,zack,lessin,zack,"813-19-5008",1990-07-15,"44800 INDUSTRIAL DR",FREMONT,CALIFORNIA,zack@lessin.com,zack@lessin.com,"1","510-657-4870",(510) 657-4870,"Fremont, CA",NORMAL,CUSTOMER,"44800 Industrial Dr",Fremont,CA,"94538",US,,2025-03-20 14:19:14.074,MALE
CRM,"1439566",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1162,,,NOT_CONFIRMED,,,,,,,,10448,10448,,Reginald,Temores,RJNL,TMRS,reginald,temores,reggie,"688-83-4192",1976-12-12,"402 BNA DR",NASHVILLE,TENNESSEE,reggie@temores.com,reggie@temores.com,"0","615-360-5493",(615) 360-5493,"Nashville, TN",NORMAL,CUSTOMER,"402 Bna Dr",Nashville,TN,"37217",US,,2025-03-20 14:19:14.145,MALE
CRM,"1439594",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1163,,,NOT_CONFIRMED,,,,,,,,10449,10449,,Kathie,Kum,K0,KM,kathie,kum,kathie,"850-66-9932",1980-11-05,"220 S BRDWAY",ROCHESTER,MINNESOTA,kathie@kum.com,kathie@kum.com,"1","507-288-4102",(507) 288-4102,"Rochester, MN",,PROSPECT,"220 S Broadway",Rochester,MN,"55904",US,,2025-03-20 14:19:14.155,FEMALE
MKT,"1351755",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1185,,,NOT_CONFIRMED,,,,,,,,10450,10450,,Billie,Pedro,BL,PTR,billie,pedro,billie,"234-53-2478",1973-01-31,"845 E 73RD AVE",DENVER,COLORADO,billie@pedro.com,billie@pedro.com,"1","303-288-4159",(303) 288-4159,Colorado,,PROSPECT,"845 E 73rd Ave",Denver,CO,"60226",US,,2025-03-20 14:19:13.903,MALE
MKT,"1353360",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1186,,,NOT_CONFIRMED,,,,,,,,10452,10452,,Linda,Pelham,LNT,PLHM,linda,pelham,lynn,"599-30-9096",1990-08-21,OLD HWY #-72,CHEROKEE,ALABAMA,melinda@pelham.com,melinda@pelham.com,"1","256-360-5870",(256) 360-5870,Alabama,,PROSPECT,Old Hwy #-72,Cherokee,AL,"35818",US,,2025-03-20 14:19:13.909,FEMALE
MKT,"1355044",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1068,,,NOT_CONFIRMED,,,,,,,,10455,10455,,Lexi,Derer,LKS,TRR,lexi,derer,lexi,"449-56-5297",1986-07-20,RT 111,HOLLIS,NEW HAMPSHIRE,alexis@derer.com,alexis@derer.com,"1","603-883-6221",(603) 883-6221,"Nashua, NH",NORMAL,CUSTOMER,Rt 111,Hollis,NH,"03046",US,,2025-03-20 14:19:13.992,MALE
MKT,"1356989",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1070,,,NOT_CONFIRMED,,,,,,,,10456,10456,,Lino,Sultaire,LN,SLTR,lino,sultaire,lino,"287-23-4924",1986-07-20,"1400 N WOODWARD AVE #-200",BLOOMFIELD HILLS,MICHIGAN,lino@sultaire.com,lino@sultaire.com,"0","248-647-7623",(248) 647-7623,Michigan,,PROSPECT,"1400 N Woodward Ave #-200",Bloomfield Hills,MI,"46304",US,,2025-03-20 14:19:14.146,MALE
MKT,"1358864",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1188,,,NOT_CONFIRMED,,,,,,,,10457,10457,,Evan,Cacace,EFN,KKS,evan,cacace,evan,"645-43-8653",1971-12-12,"1400 OLD COUNTRY RD",WESTBURY,NEW YORK,evan@cacace.com,evan@cacace.com,"1","516-997-9354",(516) 997-9354,"Westbury, NY",NORMAL,CUSTOMER,"1400 Old Country Rd",Westbury,NY,"11560",US,,2025-03-20 14:19:13.894,MALE
MKT,"1362223",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1072,,,NOT_CONFIRMED,,,,,,,,10458,10458,,Opal,Gupta,OPL,KPT,opal,gupta,opal,"860-24-4343",1975-11-14,"27 WASHINGTON",WESTBOROUGH,MASSACHUSETTS,opal@roecker.com,opal@roecker.com,"1","508-870-0435",(508) 870-0435,"Westborough, MA",,PROSPECT,"27 Washington",Westborough,MA,"01561",US,,2025-03-20 14:19:14.124,FEMALE
MKT,"1363200",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1190,,,NOT_CONFIRMED,,,,,,,,10460,10460,,Karin,Camell,KRN,KML,karin,camell,karin,"334-52-5340",1975-06-15,CEDAR,MOUNTAIN GROVE,MISSOURI,karin@camell.com,karin@caress.com,"1","417-962-5985",(417) 962-5985,"Cabool, MO",,PROSPECT,Cedar,Mountain Grove,MO,,US,,2025-03-20 14:19:14.128,FEMALE
MKT,"1373598",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1201,,,NOT_CONFIRMED,,,,,,,,10462,10462,,Bryon,Ubaldo,BRYN,UBLT,bryon,ubaldo,bryon,"978-35-2165",1994-08-09,"411 SW 24TH AVE",SAN ANTONIO,TEXAS,bryon@ubaldo.com,bryon@ubaldo.com,"1","210-436-9996",(210) 436-9996,"San Antonio, TX",NORMAL,CUSTOMER,"411 Sw 24th Ave",San Antonio,TX,"78207",US,,2025-03-20 14:19:13.891,MALE
MKT,"1374096",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1202,,,NOT_CONFIRMED,,,,,,,,10463,10463,,Claudine,Hudy,KLTN,HT,claudine,hudy,claudine,"140-13-3280",1988-08-03,"1540 S 21ST AVE",COLORADO SPRINGS,COLORADO,claudine@hudy.com,claudine@hudy.com,"1","719-633-3092",(719) 633-3092,"Colorado Springs, CO",NORMAL,CUSTOMER,"1540 S 21st Ave",Colorado Springs,CO,"80904",US,,2025-03-20 14:19:13.914,FEMALE
MKT,"1374829",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1086,,,NOT_CONFIRMED,,,,,,,,10465,10465,,Prince,Anadio,PRNS,ANT,prince,anadio,prince,"148-32-1674",1988-07-18,"100 BOXART AVE",ROCHESTER,NEW YORK,prince@anadio.com,prince@anadio.com,"1","585-663-6442",(585) 663-6442,"Rochester, NY",,PROSPECT,"100 Boxart Ave",Rochester,NY,"14612",US,,2025-03-20 14:19:13.953,MALE
MKT,"1375542",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1087,,,NOT_CONFIRMED,,,,,,,,10466,10466,,Cheri,Defiguero,KR,TFKR,cheri,defiguero,cheri,"759-96-3334",1973-02-16,"2844 FRESNO AVE",FRESNO,CALIFORNIA,cheri@defiguero.com,cheri@defiguero.com,"0","559-486-5603",(559) 486-5603,"Fresno, CA",NORMAL,CUSTOMER,"2844 Fresno Ave",Fresno,CA,"93721",US,,2025-03-20 14:19:14.143,FEMALE
MKT,"1375653",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1088,,,NOT_CONFIRMED,,,,,,,,10467,10467,,Lino,Maggert,LN,MKRT,lino,maggert,lino,"839-80-7032",1978-11-30,"6 BEACON AVE",BOSTON,MASSACHUSETTS,lino@maggert.com,lino@maggert.com,"1","617-227-6545",(617) 227-6545,"Boston, MA",,PROSPECT,"6 Beacon Ave",Boston,MA,"02108",US,,2025-03-20 14:19:14.147,MALE
MKT,"1375815",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1089,,,NOT_CONFIRMED,,,,,,,,10468,10468,,Florencio,Michna,FLRN,MXN,florencio,michna,florencio,"640-72-2852",1990-05-17,"201 S MAIN AVE",SALT LAKE CITY,UTAH,florencio@michna.com,florencio@michna.com,"1","801-536-1091",(801) 536-1091,"Salt Lake City, UT",NORMAL,CUSTOMER,"201 S Main Ave",Salt Lake City,UT,"84111",US,,2025-03-20 14:19:14.005,MALE
MKT,"1376216",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1204,,,NOT_CONFIRMED,,,,,,,,10469,10469,,Ashleigh,Schiveley,AXL,SKFL,ashleigh,schiveley,ashleigh,"970-35-6296",1997-01-29,"111 N 2ND AVE",OLEAN,NEW YORK,ashleigh@missel.com,ashleigh@missel.com,"1","716-372-9571",(716) 372-9571,"Olean, NY",,PROSPECT,"111 N 2nd Ave",Olean,NY,"14760",US,,2025-03-20 14:19:14.128,MALE
MKT,"1378547",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1207,,,NOT_CONFIRMED,,,,,,,,10470,10470,,Tonya,Joehnck,TNY,JNK,tonya,joehnck,tonya,"764-30-1523",1993-01-21,"30 7TH ST E #-510",SAINT PAUL,MINNESOTA,tonya@joehnck.com,tonya@joehnck.com,"0","651-298-9175",(651) 298-9175,"Saint Paul, MN",NORMAL,CUSTOMER,"30 7th St E #-510",Saint Paul,MN,"55101",US,,2025-03-20 14:19:14.105,FEMALE
MKT,"1378817",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1092,,,NOT_CONFIRMED,,,,,,,,10471,10471,,Patty,Mitchen,PT,MXN,patty,mitchen,patricia,"326-87-8407",1980-04-19,"220 PARK AVE S",SAINT CLOUD,MINNESOTA,martha@mitchen.com,martha@mitchen.com,"1","320-251-3787",(320) 251-3787,"Saint Cloud, MN",NORMAL,CUSTOMER,"220 Park Ave S",Saint Cloud,MN,"56301",US,,2025-03-20 14:19:13.840,FEMALE
MKT,"1379537",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1095,,,NOT_CONFIRMED,,,,,,,,10472,10472,,David,Camell,TFT,KML,david,camell,dave,"539-13-2039",1989-07-01,"4 E 8TH ST #-200",WILMINGTON,DELAWARE,dave@camell.com,dave@caress.com,"1","302-655-4884",(302) 655-4884,"Wilmington, DE",,PROSPECT,"4 E 8th St #-200",Wilmington,DE,"19801",US,,2025-03-20 14:19:14.160,MALE
MKT,"1380884",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1098,,,NOT_CONFIRMED,,,,,,,,10473,10473,,R,Mares,R,MRS,mares,r,r,"976-31-1498",1983-05-09,"220090 S 7TH ST",MINNEAPOLIS,MINNESOTA,reinaldo@mares.com,reinaldo@mares.com,"1","612-336-4873",(612) 336-4873,"Minneapolis, MN",,PROSPECT,"220090 S 7th St",Minneapolis,MN,"55402",US,,2025-03-20 14:19:14.196,UNKNOWN
MKT,"1381567",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1099,,,NOT_CONFIRMED,,,,,,,,10474,10474,,Earnestine,Waetzig,ERNS,WTSK,earnestine,waetzig,earnestine,"137-98-3962",1992-02-25,"16161 BROOKPARK RD",BROOK PARK,OHIO,earnestine@waetzig.com,earnestine@waetzig.com,"1","216-267-1844",(216) 267-1844,"Cleveland, OH",NORMAL,CUSTOMER,"16161 Brookpark Rd",Brook Park,OH,"44142",US,,2025-03-20 14:19:14.152,FEMALE
MKT,"1381873",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1109,,,NOT_CONFIRMED,,,,,,,,10475,10475,,Omer,Averhart,OMR,AFRH,omer,averhart,omer,"423-85-6129",1981-01-09,"400 CAPITOL MALL",SACRAMENTO,CALIFORNIA,omer@averhart.com,omer@averhart.com,"0","916-927-6221",(916) 927-6221,"Sacramento, CA",NORMAL,CUSTOMER,"400 Capitol Mall",Sacramento,CA,"95814",US,,2025-03-20 14:19:14.076,MALE
MKT,"1382583",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1110,,,NOT_CONFIRMED,,,,,,,,10476,10476,,Aimee,Pulkrabek,AM,PLKR,aimee,pulkrabek,aimee,"603-41-1070",1987-09-28,"2211 PARSONS AVE",COLUMBUS,OHIO,aimee@pulkrabek.com,aimee@pulkrabek.com,"0","614-445-5812",(614) 445-5812,"Columbus, OH",,PROSPECT,"2211 Parsons Ave",Columbus,OH,"43207",US,,2025-03-20 14:19:13.999,FEMALE
MKT,"1382655",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1111,,,NOT_CONFIRMED,,,,,,,,10477,10477,,Latonya,Odegard,LTNY,OTKR,latonya,odegard,latonya,"657-70-5429",1991-03-09,"4499 RUFFIN RD",SAN DIEGO,CALIFORNIA,latonya@odegard.com,latonya@odegard.com,"1","858-277-6570",(858) 277-6570,"San Diego, CA",HIGH,CUSTOMER,"4499 Ruffin Rd",San Diego,CA,"92123",US,,2025-03-20 14:19:14.117,FEMALE
MKT,"1385863",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1114,,,NOT_CONFIRMED,,,,,,,,10478,10478,,Mario,Averhart,MR,AFRH,mario,averhart,mario,"584-43-4193",1986-01-05,"111 LYON ST NW",GRAND RAPIDS,MICHIGAN,mario@averhart.com,mario@averhart.com,"0","752-3959","752-3959",,NORMAL,CUSTOMER,"111 Lyon St Nw",Grand Rapids,MI,"49503",US,,2025-03-20 14:19:14.028,MALE
MKT,"1386889",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1115,,,NOT_CONFIRMED,,,,,,,,10479,10479,,Porfirio,Creecy,PRFR,KRS,porfirio,creecy,porfirio,"546-64-7959",1976-05-24,"1440 POPLAR AVE",MEMPHIS,TENNESSEE,porfirio@creecy.com,porfirio@creecy.com,"1","901-272-9572",(901) 272-9572,"Memphis, TN",,PROSPECT,"1440 Poplar Ave",Memphis,TN,"38104",US,,2025-03-20 14:19:14.025,MALE
MKT,"1387000",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1116,,,NOT_CONFIRMED,,,,,,,,10480,10480,,Franklin,Pappan,FRNK,PPN,franklin,pappan,frank,"271-99-2384",1986-04-08,"5 POST OAK PARK",HOUSTON,TEXAS,frank@pappan.com,frank@pappan.com,"1","713-961-3153",(713) 961-3153,"Houston, TX",,PROSPECT,"5 Post Oak Park",Houston,TX,"77027",US,,2025-03-20 14:19:13.883,MALE
MKT,"1387710",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1118,,,NOT_CONFIRMED,,,,,,,,10481,10481,,Sandra,Lessin,SNTR,LSN,sandra,lessin,sandy,"446-39-1741",1985-01-30,"401 B ST",SAN DIEGO,CALIFORNIA,alexandria@lessin.com,alexandria@lessin.com,"1","619-687-1471",(619) 687-1471,California,,PROSPECT,"401 B St",San Diego,CA,"92101",US,,2025-03-20 14:19:14.034,FEMALE
MKT,"1388393",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1119,,,NOT_CONFIRMED,,,,,,,,10482,10482,,Jose,Gumm,JS,KM,jose,gumm,joe,"607-53-1122",1978-12-04,"198 S 2ND AVE",PIGGOTT,ARKANSAS,jose@gumm.com,jose@gmx.com,"1","870-598-1132",(870) 598-1132,"Piggott, AR",,PROSPECT,"198 S 2nd Ave",Piggott,AR,"72454",US,,2025-03-20 14:19:14.002,MALE
MKT,"1388559",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1120,,,NOT_CONFIRMED,,,,,,,,10483,10483,,Lana,Ramming,LN,RMNK,lana,ramming,lana,"157-96-8404",1986-02-17,"2930 CAROL RD",YORK,PENNSYLVANIA,lana@ramming.com,lana@ramming.com,"0","717-840-9610",(717) 840-9610,"York, PA",HIGH,CUSTOMER,"2930 Carol Rd",York,PA,"17402",US,,2025-03-20 14:19:14.119,FEMALE
MKT,"1388757",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1121,,,NOT_CONFIRMED,,,,,,,,10484,10484,,Moises,Lessin,MSS,LSN,moises,lessin,moises,"468-72-8908",1983-12-16,"3703 W HIGHWAY 14",OWATONNA,MINNESOTA,moises@lessin.com,moises@lessin.com,"1","507-451-6685",(507) 451-6685,"Owatonna, MN",,PROSPECT,"3703 W Highway 14",Owatonna,MN,"55060",US,,2025-03-20 14:19:14.012,MALE
MKT,"1389085",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1122,,,NOT_CONFIRMED,,,,,,,,10485,10485,,Bennie,Lessin,BN,LSN,bennie,lessin,bennie,"558-22-6171",1981-11-17,"2821 BRUNDAGE LN",BAKERSFIELD,CALIFORNIA,bennie@lessin.com,bennie@lessin.com,"1","661-324-1207",(661) 324-1207,"Bakersfield, CA",NORMAL,CUSTOMER,"2821 Brundage Ln",Bakersfield,CA,"93304",US,,2025-03-20 14:19:14.114,FEMALE
MKT,"1389913",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1123,,,NOT_CONFIRMED,,,,,,,,10486,10486,,Claudine,Coday,KLTN,KT,claudine,coday,claudine,"720-49-9303",1977-06-17,EXIT #-21,STEVENS,PENNSYLVANIA,claudine@coday.com,claudine@coday.com,"1","717-336-5449",(717) 336-5449,Pennsylvania,NORMAL,CUSTOMER,Exit #-21,Stevens,PA,"17578",US,,2025-03-20 14:19:14.167,FEMALE
MKT,"1392031",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1124,,,NOT_CONFIRMED,,,,,,,,10487,10487,,T,Polacek,T,PLSK,t,polacek,t,"797-17-3481",1989-08-05,"1100 ALAKEA ST #-12",HONOLULU,HAWAII,terri@polacek.com,terri@polacek.com,"0","808-237-6644",(808) 237-6644,Hawaii,NORMAL,CUSTOMER,"1100 Alakea St #-12",Honolulu,HI,"96813",US,,2025-03-20 14:19:14.053,UNKNOWN
MKT,"1392625",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1208,,,NOT_CONFIRMED,,,,,,,,10488,10488,,Viv,Jackowiak,FF,JKWK,viv,jackowiak,viv,"187-99-5325",1899-12-31,"1320 HODGES ST",RALEIGH,NORTH CAROLINA,vivian@jackowiak.com,vivian@jackowiak.com,"1","919-832-9928",(919) 832-9928,"Raleigh, NC",,PROSPECT,"1320 Hodges St",Raleigh,NC,"27604",US,,2025-03-20 14:19:14.041,UNKNOWN
MKT,"1393026",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1209,,,NOT_CONFIRMED,,,,,,,,10489,10489,,Cari,Isaacson,KR,ISKS,cari,isaacson,cari,"208-61-1729",1976-09-03,"820 LESTER AVE",SAINT JOSEPH,MICHIGAN,cari@isaacson.com,cari@isaacson.com,"1","269-983-2318",(269) 983-2318,"St. Joseph, MI",NORMAL,CUSTOMER,"820 Lester Ave",Saint Joseph,MI,"49085",US,,2025-03-20 14:19:13.989,FEMALE
MKT,"1393927",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1210,,,NOT_CONFIRMED,,,,,,,,10490,10490,,Fred,Tarka,FRT,TRK,fred,tarka,freddy,"202-13-7890",1973-02-17,BOX #-34506,HOUSTON,TEXAS,willie@tarka.com,willie@tarka.com,"1","713-731-5570",(713) 731-5570,"Houston, TX",,PROSPECT,Box #-34506,Houston,TX,"77234",US,,2025-03-20 14:19:13.957,MALE
MKT,"1394793",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1211,,,NOT_CONFIRMED,,,,,,,,10491,10491,,Isiah,Durham,IX,TRHM,isiah,durham,isiah,"258-69-4409",1991-09-04,"7427 ARLINGTON RD",BETHESDA,MARYLAND,isiah@durham.com,isiah@durham.com,"1","301-986-1395",(301) 986-1395,"Bethesda, MD",NORMAL,CUSTOMER,"7427 Arlington Rd",Bethesda,MD,"20814",US,,2025-03-20 14:19:14.058,MALE
MKT,"1396700",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1213,,,NOT_CONFIRMED,,,,,,,,10492,10492,,Ross,Glueckert,RS,KLKR,ross,glueckert,ross,"951-60-7115",1984-03-31,"1106 E 3RD ST",DAYTON,OHIO,ross@glueckert.com,ross@glueckert.com,"0","937-228-3007",(937) 228-3007,"Dayton, OH",NORMAL,CUSTOMER,"1106 E 3rd St",Dayton,OH,"45402",US,,2025-03-20 14:19:13.913,MALE
MKT,"1396727",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1214,,,NOT_CONFIRMED,,,,,,,,10493,10493,,Dustin,Hysmith,TSTN,SM0,dustin,hysmith,dustin,"871-12-2634",1976-09-06,"6371 BURNT POPLAR RD",GREENSBORO,NORTH CAROLINA,dustin@hysmith.com,dustin@hysmith.com,"1","336-852-6077",(336) 852-6077,"Greensboro, NC",NORMAL,CUSTOMER,"6371 Burnt Poplar Rd",Greensboro,NC,"27409",US,,2025-03-20 14:19:14.185,MALE
MKT,"1397394",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1215,,,NOT_CONFIRMED,,,,,,,,10494,10494,,O,Tukuafa,O,TKF,o,tukuafa,o,"473-74-5564",1976-05-24,"6805 CAPITOL HWY #-32",AUSTIN,TEXAS,octavio@tukuafa.com,octavio@tukuafa.com,"0","512-327-8399",(512) 327-8399,"Austin, TX",NORMAL,CUSTOMER,"6805 Capitol Hwy #-32",Austin,TX,"78731",US,,2025-03-20 14:19:13.918,UNKNOWN
MKT,"1398218",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1216,,,NOT_CONFIRMED,,,,,,,,10495,10495,,Mohammed,Mikell,MHMT,MKL,mohammed,mikell,mohammed,"992-10-6879",1985-08-05,BOX #-1092,CRESCENT CITY,CALIFORNIA,mohammed@mikell.com,mohammed@mikell.com,"1","707-464-9425",(707) 464-9425,"Crescent City, CA",NORMAL,CUSTOMER,Box #-1092,Crescent City,CA,"95531",US,,2025-03-20 14:19:14.069,MALE
